country,isocode,year,POP,XRAT,Currency_Unit,ppp,tcgdp,cgdp,cgdp2,cda2,cc,cg,ci,p,p2,pc,pg,pi,openc,cgnp,y,y2,rgdpl,rgdpl2,rgdpch,kc,kg,ki,openk,rgdpeqa,rgdpwok,rgdpl2wok,rgdpl2pe,rgdpl2te,rgdpl2th,rgdptt
Afghanistan,AFG,1980,15112.149,0.044129167,Afghani,0.02721724,5904.573717,390.717013,407.2187796,418.7155263,81.0586134,9.597594391,12.1670281,61.67630699,61.51840619,65.20022004,25.99277131,66.9135882,25.87627701,102.0547944,3.213427838,3.349145594,805.0127225,807.8337246,802.7048843,81.40091696,9.741699021,11.6465898,24.59138356,1019.55148,2454.803256,2470.488091,,,,805.0127238
Afghanistan,AFG,1981,13812.973,0.049479902,Afghani,0.026087241,6598.248189,477.6848683,498.1387876,511.836273,80.78548054,9.673830771,12.29042144,52.72290307,52.58239365,55.69840308,22.09059651,57.74789434,25.67300929,102.090587,3.537545218,3.689018855,899.641867,902.8073638,897.1669251,81.07727696,9.762648977,11.87804341,24.39950088,1140.415427,2748.612242,2765.892615,,,,899.6418668
Afghanistan,AFG,1982,12881.816,0.050599608,Afghani,0.024545051,7089.258634,550.3306858,574.4294028,589.9172211,80.98839757,9.571300633,12.13651097,48.50838219,48.31416861,51.17879217,20.43000014,53.2589252,25.99274442,100,3.956774958,4.130040236,984.0747809,987.7365795,981.3294392,81.19303272,9.71144566,11.76010106,24.70908161,1248.364739,3017.042043,3036.740435,,,,984.0747794
Afghanistan,AFG,1983,12934.937,0.050599608,Afghani,0.022316328,7707.822086,595.8917377,621.0869932,638.214824,81.23957286,9.511595026,12.00655061,44.10375607,43.9749747,46.4150389,18.73246377,48.96162092,25.84734425,100,3.979074033,4.147315645,1028.326867,1032.056841,1025.452951,81.23044324,9.731490822,11.76211436,24.5677685,1305.507896,3158.646515,3178.988113,,,,1028.326867
Afghanistan,AFG,1984,13387.737,0.050599606,Afghani,0.020889482,8139.849623,608.0078824,633.8033773,651.1461359,81.19761425,9.385344211,12.15334102,41.28388163,41.14683211,43.43489452,17.78286891,45.42346303,25.83769959,100,3.682107887,3.838325921,1011.770182,1015.416298,1008.949552,81.16420335,9.738076066,11.79987206,24.55831707,1285.495542,3118.964451,3138.955094,,,,1011.770187
Afghanistan,AFG,1985,13796.928,0.050599605,Afghani,0.020031057,8391.311014,608.2014064,634.5500864,651.8574536,81.03522948,9.521300688,12.17097197,39.58737766,39.47082177,41.74611414,16.80199442,43.39634297,25.89259582,100,3.463452304,3.613497003,984.3781103,987.9255625,981.6276998,81.18905383,9.734268027,11.77347952,24.61056788,1251.657627,3040.178377,3059.683354,,,,984.3781043
Afghanistan,AFG,1986,13856.1,0.050599605,Afghani,0.019026912,8830.704981,637.3153327,664.5499463,682.7718148,81.07686135,9.351855591,12.31326936,37.60288673,37.46546427,39.6348351,16.25659897,40.76180252,25.85921303,100,3.463962779,3.611989482,1009.525701,1013.145332,1006.705298,81.19076393,9.738649971,11.77818276,24.57824573,1284.466116,3123.250906,3143.230777,,,,1009.525696
Afghanistan,AFG,1987,13867.957,0.050599605,Afghani,0.017900312,8162.224315,588.5671779,613.3118753,630.0923572,80.87086765,9.372236187,12.49294003,35.37638616,35.27587316,37.37650212,15.27172678,37.81434391,25.86316982,100,3.039199298,3.166974121,905.1610411,908.3691402,902.632275,81.17355313,9.745268144,11.78321773,24.5810685,1152.425584,2809.629043,2827.486219,,,,905.1610358
Afghanistan,AFG,1988,14076.478,0.050599605,Afghani,0.017405949,7745.198303,550.2227406,572.9708581,588.6487508,80.91984074,9.382397427,12.43400792,34.39937761,34.32232385,36.32381698,14.84260377,36.9276053,25.87165915,100,2.662302848,2.772371687,818.0061463,820.8735094,815.7163502,81.1738851,9.750622943,11.77744244,24.58818366,1042.132927,2543.346999,2559.426663,,,,818.0061447
Afghanistan,AFG,1989,14511.868,0.050599605,Afghani,0.02263636,7470.900759,514.8131694,535.2176714,549.8786288,80.95104901,9.337835101,12.45036726,44.73623877,44.69021214,47.21913197,19.40869002,47.96807792,25.86468107,100,2.33998131,2.432725933,737.4848996,740.0405443,735.41929,81.16778814,9.757180286,11.77867905,24.58054867,940.1584824,2297.468005,2311.904917,,,,737.4848988
Afghanistan,AFG,1990,14669.339,0.050599605,Afghani,0.024327076,7533.446001,513.5504743,533.8174555,548.4427698,81.04066938,9.241033186,12.4580569,48.07759941,48.00560459,50.68830974,21.07976199,51.52175315,25.86650298,100,2.231173515,2.319225526,706.7939305,709.2372594,704.8141941,81.16473785,9.758462959,11.77921571,24.58209,901.618839,2210.596419,2224.469029,,,,706.7939288
Afghanistan,AFG,1991,14871.963,0.050599605,Afghani,0.023473512,7201.01372,484.200621,503.4777811,535.6539218,84.13799059,9.949648976,12.30313714,46.39070123,46.48860067,49.12635236,19.81275462,50.1883408,34.5237234,100,2.063987815,2.146160001,644.878854,646.5080231,642.7910499,84.39565663,10.20480544,11.70984154,32.71476157,823.0262056,2024.400798,2036.107003,,,,644.8788522
Afghanistan,AFG,1992,16317.921,0.050599605,Afghani,0.022893564,7679.823435,470.6373707,489.3084119,538.4803005,87.77046456,10.14464812,12.1341502,45.24455045,45.36107833,47.81546677,19.83314915,49.48007092,43.18093971,100,1.923140639,1.999435128,613.0925456,614.0739342,610.8750684,87.6079278,10.64863401,11.64086258,40.80061674,782.8744333,1928.388495,1938.486559,,,,613.0925436
Afghanistan,AFG,1993,18371.583,0.050599605,Afghani,0.022386569,6022.48341,327.8151594,340.8611397,387.5098811,91.00250834,10.5720714,12.11097605,44.24257683,44.4299213,46.87239448,19.45464453,48.32994732,51.83815205,100,1.29183928,1.343250294,418.8103952,419.06954,417.149378,90.79215441,11.09940835,11.57156653,48.83705724,535.0908668,1321.85934,1327.943933,,,,418.8103966
Afghanistan,AFG,1994,19900.668,0.425099934,Afghani,0.183784764,4890.909468,245.7660953,255.5718287,299.7218788,94.19077542,11.22150854,11.86272257,43.23330807,43.5745848,45.93078433,18.68092628,48.06918707,60.49535975,100,0.922588302,0.959398323,307.7140324,307.6125897,306.38238,93.96219161,11.54327899,11.50299538,56.82810596,393.3655417,972.6741021,976.5796567,,,,307.7140329
Afghanistan,AFG,1995,20881.48,0.833333333,Afghani,0.352981297,7640.404208,365.8938067,380.6084058,460.1442242,97.38234257,11.53242138,11.98225704,42.35775558,42.71681614,45.11897416,18.51799975,46.48368936,69.152564,100,1.326961185,1.38032558,450.097561,449.5697017,448.0270493,97.13015182,11.96927557,11.43596266,64.77950291,575.7496938,1427.160971,1432.07499,,,,450.0975619
Afghanistan,AFG,1996,21559.923,2.5000225,Afghani,1.03561775,7541.782643,349.8056391,363.5798172,452.4916216,100.8061925,12.05095928,11.59739716,41.42433717,41.94551306,44.12924976,18.01036432,46.82425264,77.80976414,100,1.214015696,1.26181958,422.0257874,421.1483866,419.9381243,100.2692602,12.40328717,11.36852989,72.68176529,539.9353697,1339.773062,1343.63429,,,,422.0257862
Afghanistan,AFG,1997,22227.415,3.00003,Afghani,1.230919475,7420.757993,333.8560959,342.1882091,434.8609566,99.2673701,2.350572572,25.46444798,41.03023885,43.26818432,45.46324224,94.00941351,22.38738128,85.64613367,100,1.103211322,1.130744387,442.4493559,472.1770373,442.6141293,88.85401575,2.098611677,22.68101848,57.21424386,569.2464139,1414.17967,1508.635,,,,388.4074291
Afghanistan,AFG,1998,22912.814,3.000052503,Afghani,1.225850681,7203.038357,314.3672513,321.7975661,420.278243,102.8603298,2.424424164,25.31854674,40.86097427,43.05237907,45.07209549,93.94262367,22.5485357,94.09283285,100,0.997394518,1.020968714,418.8978425,447.2703734,419.0472899,90.67343134,2.155246582,22.58996406,62.18684573,539.2586522,1340.627874,1430.919956,,,,363.0111407
Afghanistan,AFG,1999,23646.128,45.106375,Afghani,18.19344831,7053.728453,298.3037414,305.2757081,409.0942515,105.7590995,2.499591412,25.74943372,40.33453877,42.56891316,44.59122198,92.97236354,22.00661286,102.5165395,100,0.903177839,0.924286947,396.4112031,423.5673387,396.5766345,92.49938564,2.169331753,22.48344801,67.00117417,510.5543089,1270.043559,1356.481758,,,,339.1593297
Afghanistan,AFG,2000,23898.198,61.628875,Afghani,24.29986539,6975.042343,291.8647817,298.8469799,410.5799352,108.3870331,2.561491712,26.43949071,39.42935091,41.65669393,43.78870108,91.56677454,21.06621448,110.9173437,100,0.843397399,0.863573755,382.6703941,409.070676,382.8306269,94.2345069,2.229463814,22.39884705,71.76886056,493.1613732,1226.794337,1310.881506,,,,323.4058845
Afghanistan,AFG,2001,23997.412,65.68945833,Afghani,24.91126297,6860.494968,285.8847849,291.8836879,408.6933075,109.7762895,2.62570747,27.61723822,37.92277117,40.21224429,42.11118905,90.16636278,20.84741424,113.0843161,100,0.808858736,0.825831535,369.8145906,395.7396493,370.0549417,94.16202126,2.280289973,23.46760071,70.53403712,477.1178065,1186.113714,1268.439284,,,,308.8723027
Afghanistan,AFG,2002,25268.405,41.45943097,Afghani,15.82865976,12418.99207,491.4830226,501.1829632,647.215693,104.9106936,2.353054302,21.87386061,38.17867103,39.88733931,41.48322541,87.85917252,20.3098628,92.1567231,92.82121709,1.357805827,1.38460357,604.6873907,643.8150193,604.876739,93.33007837,2.09743912,19.03878746,61.97283532,779.9458276,1935.098183,2059.668018,,,,527.8576435
Afghanistan,AFG,2003,27060.359,48.76275359,Afghani,15.88654889,14689.34516,542.8363002,573.6323619,836.1533823,109.8511309,11.39387092,24.51967918,32.57926945,32.94310168,37.43446798,18.46960677,21.5512228,132.7798323,99.85127609,1.444819733,1.526786908,636.0411152,650.9918805,636.1905391,99.88706624,10.49988234,22.18981483,96.00307496,819.719225,2033.809784,2081.127547,,,,575.9272176
Afghanistan,AFG,2004,28513.677,47.8453125,Afghani,16.39931505,16629.17013,583.1997792,625.6404347,892.2734964,101.4217034,13.24237655,27.95353988,34.27569848,35.46472167,41.62947204,17.38555418,21.343385,107.8278152,100.1462096,1.469399294,1.576330523,618.1117999,627.498366,618.2158355,99.10246683,13.01036589,27.18075046,89.00848338,796.2074714,1970.353294,1999.938212,,,,595.8868051
Afghanistan,AFG,2005,29928.987,49.4945975,Afghani,16.97199132,19947.04061,666.4789761,700.1030978,998.8746301,100.1379903,15.64173587,26.89563599,34.29059367,35.23475742,37.02785705,14.60460906,39.86664603,96.46660227,100.1635403,1.56690215,1.645952968,666.4789761,666.4789761,666.4789761,100.1379903,15.64173587,26.89563599,89.37275698,858.1101074,2112.76675,2112.76675,,,,666.4789761
Afghanistan,AFG,2006,31056.997,49.92533083,Afghani,17.98309849,22669.78632,729.9413499,775.0153832,1063.986209,97.4684247,15.53866135,24.27873203,36.01998863,37.43933431,37.52275462,15.7340621,48.70046821,86.8990588,106.3124574,1.634313954,1.735233187,687.727373,684.9004551,687.727373,100.4545236,15.85992781,24.67686992,81.17387532,885.2427616,2170.691956,2161.769281,,,,702.3140976
Afghanistan,AFG,2007,31889.923,49.9621511,Afghani,19.43427787,26017.38039,815.8495832,868.3017612,1173.697467,94.78816978,17.76100545,22.62243437,38.89800068,40.84456887,41.63381165,15.91900099,52.58488858,73.8800583,104.5648126,1.756114379,1.869017573,736.4802003,721.579186,736.4939786,99.23014114,18.13697532,23.08881981,74.36148137,947.870082,2309.429191,2262.660774,,,,761.5903075
Afghanistan,AFG,2008,24506.839,52.14,Afghani,19.45521816,27867.43358,1137.128847,1209.095848,1594.551619,96.07000037,16.12981174,19.67985825,37.31342187,39.08633315,39.24356244,15.860665,52.35322467,69.96847835,90.53107625,2.408685073,2.561126761,1009.864488,996.4716161,1008.950383,98.82446068,16.1334485,19.7662559,69.38452276,1298.373016,3147.1578,3108.23354,,,,1025.727319
Afghanistan,AFG,2009,25390.062,48.74,Afghani,18.84272364,33570.25452,1322.18088,1409.723281,1763.093846,92.29865117,15.36067836,17.40733216,38.65967098,40.35763245,40.40258547,16.04469557,55.66719644,61.73281099,90.53107625,2.898637264,3.090557801,1170.993533,1157.02241,1169.712808,94.29955719,15.04704116,17.89796046,61.25154543,1504.70408,,,,,,1184.634267
Albania,ALB,1950,1227.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1951,1254.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1952,1282.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1953,1314.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1954,1352.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1955,1392.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1956,1434.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1957,1476.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1958,1521.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1959,1571.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1960,1623.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1961,1676.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1962,1728.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1963,1779.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1964,1832.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1965,1883.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1966,1932.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1967,1984.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1968,2038.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1969,2100.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1970,2156.612,5,Lek,9.613371502,1220.719919,566.0359487,579.6124391,578.6962181,49.35639371,5.921889405,44.56364212,192.26743,197.6499835,229.5774682,186.8585785,151.6276068,44.74127823,100.0786925,11.32359057,11.59518925,2423.490856,2517.485338,2464.827745,48.10807178,5.911394556,43.08679442,44.49317161,3117.423543,6677.700941,6820.36067,,7857.754836,,2357.362654
Albania,ALB,1971,2208.719,5,Lek,9.03652311,1335.907771,604.8337391,620.566549,619.5652918,49.24925631,6.008709436,44.5806886,180.7304622,185.6335381,216.2833852,173.1472567,142.4412396,44.74150649,100.0786994,11.27978259,11.57318995,2461.106167,2556.501699,2503.081966,48.11836697,5.912659602,43.07593055,44.49451085,3155.794039,6733.867984,6877.579389,,7922.260294,,2394.057591
Albania,ALB,1972,2263.554,5,Lek,8.524572404,1456.812711,643.595298,660.0467245,658.9164623,48.98713116,5.933883294,44.90774582,170.4914481,175.454881,205.1340662,165.3843742,133.340716,44.75728912,100.0782664,11.02399859,11.30579136,2497.936302,2594.725811,2540.53623,48.1203125,5.91289866,43.06818742,44.50137668,3192.917225,6787.117015,6931.88607,,7989.52221,,2430.010786
Albania,ALB,1973,2295.691,5,Lek,7.931375955,1610.84278,701.6810104,716.4987818,715.4931422,48.63703511,5.857731528,45.36487867,158.6275191,164.284752,192.177987,155.7957205,122.9944839,44.72503908,100.0772921,10.85505338,11.08428532,2561.446464,2660.946425,2605.16293,48.08553188,5.90862491,43.11627057,44.48362553,3263.849766,6911.721639,7059.720058,,8051.198558,,2491.203727
Albania,ALB,1974,2347.924,5,Lek,7.144683158,1839.302325,783.3738761,806.4086874,805.0270373,48.98233911,5.92046602,44.92586113,142.8936632,146.595864,171.9643656,139.0323765,111.6763817,44.74219127,100.0790879,11.26993857,11.60132684,2604.707983,2705.486057,2649.082242,48.14924668,5.916454018,43.04334514,44.49852781,3308.476121,6980.055808,7128.673987,,8130.741521,,2534.083824
Albania,ALB,1975,2401.108,5,Lek,6.469723825,2089.710134,870.3107624,899.4886167,897.6837317,48.74493337,5.896055969,45.15835386,129.3944765,132.784631,156.4878426,126.2935721,100.5193154,44.80463703,100.0801168,11.57411492,11.96214625,2650.1155,2752.694671,2695.261207,48.12614852,5.913615779,43.04496015,44.52197224,3355.637034,7053.372729,7203.673421,,8217.00004,,2578.454405
Albania,ALB,1976,2454.824,5,Lek,6.029794875,2307.146999,939.8421227,970.9290579,970.457778,48.43294491,5.778386924,45.7401291,120.5958975,123.9299145,146.5914553,119.8832239,93.15207208,44.62828894,100.0787337,11.32271396,11.69723269,2694.373647,2799.825363,2740.492979,47.98111147,5.895794003,43.26062863,44.43033204,3394.986876,7123.235891,7277.455797,,8300.264286,,2618.625093
Albania,ALB,1977,2509.048,5,Lek,5.601207573,2553.040862,1017.533687,1052.331111,1049.560657,49.17846568,5.927933867,44.63033218,112.0241515,114.5767994,134.4372824,109.2748507,87.65396969,44.79364782,100.0761013,11.12548288,11.50595003,2742.000658,2846.821447,2788.335614,48.3401562,5.939912484,42.8248377,44.54317972,3437.165753,7198.901064,7349.899287,,8390.409797,,2670.197887
Albania,ALB,1978,2563.376,5,Lek,5.143347975,2862.419277,1116.659935,1156.415507,1153.059078,48.56994841,5.889524021,45.25028339,102.8669595,105.5597634,124.8793407,100.2132028,79.54371968,44.99197432,100.0724207,10.91623486,11.30487705,2796.190099,2904.56353,2843.593927,48.05683991,5.905099314,43.04980619,44.59231984,3488.025593,7292.57434,7448.934698,,8501.161196,,2721.194494
Albania,ALB,1979,2617.679,6.167123288,Lek,4.712327509,3216.33088,1228.69568,1271.449904,1276.623638,48.27297188,5.804994512,46.32894964,76.41046382,78.45260125,92.81734398,75.19534168,59.50929756,44.09924469,100.0880671,10.86752236,11.24567334,2837.706514,2952.443332,2886.818742,47.5445671,5.842152571,43.90976523,44.15450589,3523.698824,7354.34961,7521.532319,,8584.979606,,2748.845799
Albania,ALB,1980,2671.412,7,Lek,4.155367341,3737.816353,1399.191272,1447.091395,1433.966771,49.46501799,6.013509197,43.61450699,59.36239058,60.71003372,71.34749831,58.21310157,45.85680232,45.28972444,100.0852614,11.50756182,11.90151342,2898.240327,3001.178932,2945.537518,49.40960845,6.071323989,41.52678891,44.8793083,3577.844224,7454.523145,7595.33962,,8668.314083,,2839.207772
Albania,ALB,1981,2724.272,7,Lek,3.793336606,4235.321478,1554.661751,1616.637343,1610.612114,47.80124217,5.841277418,45.98477908,54.19052295,55.70034837,66.65951819,51.97993262,41.47955459,45.58695382,100.0718179,11.51321008,11.97217681,2975.767973,3095.851428,3027.648893,47.20304837,5.800187638,43.72776292,44.74040669,3671.317834,7597.981539,7769.137979,,8863.891231,,2890.254069
Albania,ALB,1982,2780.097,7,Lek,3.685604999,4486.915989,1613.942244,1664.079818,1705.717841,47.27870172,5.740114687,49.4833486,52.65149999,54.17718447,64.21534107,51.71449727,41.87381066,41.42105581,100.0629395,11.60394362,11.96442343,2974.451543,3109.857215,3029.574238,45.98825845,5.650917415,46.52236089,42.8244067,3667.405552,7545.786659,7745.74816,,8847.772169,,2842.26784
Albania,ALB,1983,2837.315,7,Lek,3.479352392,4804.917156,1693.473286,1747.126701,1769.894019,49.40269753,5.932637676,45.967794,49.70503417,51.08513043,60.31898958,48.2712844,38.56800748,37.78801292,100.0540175,11.30818763,11.66645893,2978.28632,3098.32767,3030.9983,48.47050867,5.955929855,44.18720447,42.77704737,3662.900762,7515.427739,7682.372412,,8785.024787,,2896.126822
Albania,ALB,1984,2895.998,7,Lek,3.298913086,5002.556773,1727.403394,1776.526671,1788.611491,52.93929019,6.266837232,41.47412244,47.1273298,48.16654695,55.91864269,46.46473722,36.04536391,35.55595952,100.1662992,10.46118948,10.75868102,2935.068267,3025.261654,2983.540141,51.82598958,6.368242611,39.43728849,45.9768739,3599.438168,7376.134618,7479.281711,,8550.504714,,2844.96797
Albania,ALB,1985,2956.697,7,Lek,3.252221646,5182.918581,1752.942077,1791.022235,1817.995312,52.37962682,6.30740897,42.81897996,46.46030923,47.46904791,54.82909063,44.98970557,36.51131529,34.05671571,100.0712329,9.982271026,10.19912158,2915.443303,3010.404161,2964.450944,51.06972359,6.275314616,40.3081978,44.44196651,3570.357629,7288.763259,7401.749485,,8445.042429,,2802.35727
Albania,ALB,1986,3015.438,7,Lek,3.080966146,5642.061347,1871.058648,1925.344382,1928.47703,51.48309181,6.083385701,42.59622833,44.01380208,45.369214,53.60060525,44.0528846,32.43152506,30.29971812,100.0046003,10.16965571,10.46471179,3019.253845,3116.959849,3069.611202,50.60869117,6.218664152,39.99694683,45.32209383,3689.432185,7485.218523,7600.677762,,8622.083176,,2918.265904
Albania,ALB,1987,3075.321,7,Lek,2.91967969,5906.812333,1920.714076,1985.716734,1987.769844,53.95191346,6.399569116,39.75191136,41.70970985,42.98854405,50.90625556,41.26490151,29.30673369,31.05531718,100.0185475,9.9180401,10.25369598,2976.870504,3054.340769,3022.188144,53.7355744,6.60288742,37.20401861,45.09632914,3625.00152,7315.787161,7393.618767,,8326.151219,,2900.495154
